"","X","id","created_at","conceptPast","spectrumLeft","spectrumRight","valuePast","chapter","user","valuePresent","conceptPresent","feedback"
"292",292,1379,"2022-07-29 10:59:32.94542+00","Boudica","peaceful","violent",0.799204351,"ch2","2acf0b96-eb23-48dd-abda-3f5834d24156",0.739382239,"the Suffragettes","I placed Boudica here because ...she killed people"
"293",293,1391,"2022-07-29 12:17:56.449879+00","the Fall of the Roman Empire","dominant","submissive",0,"ch2","4a26e857-b824-4da2-9255-eda545f342df",0.736766667,"the End of Nazi Germany","I placed the Fall of the Roman Empire here because .it has ended.."
"294",294,1401,"2022-07-29 14:28:59.406733+00","Hadrian's Wall","reassuring","worrying",0.300143209,"ch2","c2fb425c-0ad5-471b-acff-5002ba908e06",0.181467181,"the Great Wall of China","I placed Hadrian's Wall here because ...it’s big
"
"295",295,1409,"2022-07-29 14:44:56.969154+00","Boudica","moving","fixed",0.859994071,"ch2","16b6cff0-6b59-4b03-a77d-f943c08a77b8",0.028926452,"Margaret Thatcher","I placed Boudica here because ... she’s a icon
"
"296",296,1410,"2022-07-29 14:53:01.583013+00","Hadrian's Wall","benevolent","malevolent",0.72007722,"ch2","18d2d2c5-a610-4ec1-a3a7-b4401dbd917b",0.78086364,"the US-Mexican border","I placed Hadrian's Wall here because ...it’s excluding the Scots
"
"297",297,1411,"2022-07-29 14:54:07.282788+00","the Fall of the Roman Empire","regenerating","destructive",0.52992278,"ch2","18d2d2c5-a610-4ec1-a3a7-b4401dbd917b",1,"Brexit","I placed the Fall of the Roman Empire here because ...I feel indifferent to the fall"
"298",298,1418,"2022-07-30 10:11:26.207563+00","the Roman Empire","skillful","incompetent",0.604579994,"ch2","1c0f7cfc-af45-48d4-be33-bd31b2d15e04",0.242382286,"the European Union","I placed the Roman Empire here because ...it failed"
"299",299,1425,"2022-07-30 10:27:39.684394+00","Hadrian's Wall","skillful","incompetent",0.145752896,"ch2","8ab8bff9-fded-4679-98e7-f9e0c07e6d25",0.066602317,"the Great Wall of China","I placed Hadrian's Wall here because it required a great amount of skill to construct in the first place and then survive to today"
"300",300,1426,"2022-07-30 10:28:51.347797+00","the Roman Empire","long-lasting","short-term",0.593629344,"ch2","8ab8bff9-fded-4679-98e7-f9e0c07e6d25",0.686293436,"the British Empire","I placed the Roman Empire here because it did not last as long as some other empires from history"
"301",301,1433,"2022-07-30 11:20:31.856654+00","Julius Caesar","skillful","incompetent",0.02992278,"ch2","92a0d913-c8e6-426d-bc0e-1f12b934138e",0.492736227,"Vladimir Putin","I placed Julius Caesar here because ...he was very literate, an example for his soldiers and a skilful politician in dealing with and analysing his opposing forces - plus being a successful author of a book."
"302",302,1434,"2022-07-30 11:22:23.429787+00","Hadrian's Wall","benevolent","malevolent",0.443050193,"ch2","92a0d913-c8e6-426d-bc0e-1f12b934138e",0.986486486,"the Berlin Wall","I placed Hadrian's Wall here because ...it was not built like the Berlin Wall in order to keep its citizens inside."
"303",303,1435,"2022-07-30 11:23:39.097367+00","the Roman Empire","regenerating","destructive",0.497104247,"ch2","92a0d913-c8e6-426d-bc0e-1f12b934138e",0.002895753,"the European Union","I placed the Roman Empire here because ...it conducted wars in order to expand."
"304",304,1443,"2022-07-30 11:57:54.291505+00","the Roman Empire","celebrated","condemned",0.220685097,"ch2","9c4e8fa9-5928-45f3-863b-83da7c4e978e",1,"Nazi Germany","I placed the Roman Empire here because ... they are better than the nazis✌🏼"
"305",305,1455,"2022-07-30 13:15:06.781593+00","Julius Caesar","native","foreign",0.963182135,"ch2","000998d9-7337-47ea-9eba-449efde48d82",0.978691189,"Donald Trump","I placed Julius Caesar here because ...she is power mad like stupid trump that got fired"
"306",306,1461,"2022-07-31 10:50:06.004595+00","Boudica","practical","symbolic",0.967624149,"ch2","ebaadcc2-f08c-4b0f-9942-3942f2987e40",0.137065637,"Margaret Thatcher","I placed Boudica here because ...she is a figure of strength"
"307",307,1462,"2022-07-31 10:50:39.176087+00","the Fall of the Roman Empire","free","controlled",0.084803813,"ch2","ebaadcc2-f08c-4b0f-9942-3942f2987e40",0.91988417,"Brexit","I placed the Fall of the Roman Empire here because ...people were free from its laws "
"308",308,1463,"2022-07-31 10:51:06.877624+00","the Roman Empire","peaceful","violent",0.842631925,"ch2","ebaadcc2-f08c-4b0f-9942-3942f2987e40",0.92093002,"the USSR","I placed the Roman Empire here because ...it was formed through violent conquest "
"309",309,1468,"2022-07-31 11:31:50.498107+00","Boudica","heroic","deluded",0,"ch2","b0e92da5-dbc5-4774-9b6c-52026ebc8cca",1,"Margaret Thatcher","I placed Boudica here because ... horrible histories song"
"310",310,1469,"2022-07-31 11:32:19.403639+00","Hadrian's Wall","refined","crude",0.30019305,"ch2","b0e92da5-dbc5-4774-9b6c-52026ebc8cca",0.294401544,"the Berlin Wall","I placed Hadrian's Wall here because ...it’s goooooood"
"311",311,1477,"2022-07-31 12:08:24.347298+00","the Roman Empire","multicultural","non multicultural",0.016409266,"ch2","e80e0251-93cd-44e4-8bc1-e2ab75383d0d",0.966216216,"Nazi Germany","I placed the Roman Empire here because ...it spread across different continents
"
"312",312,1478,"2022-07-31 12:10:17.77407+00","Hadrian's Wall","civilised","barbaric",0.021235521,"ch2","e80e0251-93cd-44e4-8bc1-e2ab75383d0d",0.985003144,"the Great Wall of China","I placed Hadrian's Wall here because ...it did not involve dead slaves under it"
"313",313,1483,"2022-07-31 12:20:06.463145+00","the Fall of the Roman Empire","practical","symbolic",0.878378378,"ch2","ae3503ea-354a-4f82-a7bb-48de240d42a5",0.321428571,"Scottish independence","I placed the Fall of the Roman Empire here because Romans used symbols in the past"
"314",314,1495,"2022-07-31 13:09:39.090855+00","Julius Caesar","connecting","dividing",0,"","",1,"Napoleon","I placed Julius Caesar here because ...because he is connecting"
"315",315,1496,"2022-07-31 13:10:31.340197+00","the Roman Empire","skillful","incompetent",0.017817228,"","",0.011583012,"the European Union","I placed the Roman Empire here because ...they conquered a lot of countries"
"316",316,1497,"2022-07-31 13:11:41.469852+00","Boudica","dominant","submissive",0.045524214,"","",0.201737452,"Margaret Thatcher","I placed Boudica here because she is a very great leader
"
"317",317,1502,"2022-07-31 14:09:20.478564+00","Julius Caesar","reassuring","worrying",0.804054054,"ch2","6ec97f97-8c3b-4a28-a76c-6b88dd718419",0.023166023,"Vladimir Putin","I placed Julius Caesar here because ... he was often military driven "
"318",318,1503,"2022-07-31 14:09:54.453271+00","Hadrian's Wall","secure","insecure",0.149947384,"ch2","6ec97f97-8c3b-4a28-a76c-6b88dd718419",0.487418039,"the US-Mexican border","I placed Hadrian's Wall here because ... it’s still alive"
"319",319,1507,"2022-07-31 14:24:37.017176+00","Julius Caesar","long-lasting","short-term",0,"ch2","9ef50c2d-2bc6-449b-9406-08e84e5fac48",0.972972973,"Donald Trump","I placed Julius Caesar here because ...he was a brave man "
"320",320,1508,"2022-07-31 14:26:00.707715+00","Hadrian's Wall","skillful","incompetent",0,"ch2","9ef50c2d-2bc6-449b-9406-08e84e5fac48",0.002385379,"the Great Wall of China","I placed Hadrian's Wall here because ...great  part of history "
"321",321,1515,"2022-08-01 09:30:32.199274+00","the Roman Empire","inclusive","exclusive",0.898648649,"","",0.343832657,"the European Union","I placed the Roman Empire here  they liked conquering"
"322",322,1516,"2022-08-01 10:13:55.312985+00","the Fall of the Roman Empire","skillful","incompetent",0.172779923,"ch2","0f4a949b-23ce-4db6-a24b-8c17f1a05920",0.234555985,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...both are very advanced"
"323",323,1518,"2022-08-01 10:16:01.255438+00","Hadrian's Wall","native","foreign",0.138030888,"ch2","0f4a949b-23ce-4db6-a24b-8c17f1a05920",0.801158301,"the Great Wall of China","I placed Hadrian's Wall here because ...it is local"
"324",324,1547,"2022-08-01 12:56:55.249991+00","the Fall of the Roman Empire","reassuring","worrying",0.71540389,"ch2","784da9bc-9fd3-4025-b3e9-6a5638f00e8c",0.042471042,"Scottish independence","I placed the Fall of the Roman Empire here because ...if they had taken over we would have been romans "
"325",325,1548,"2022-08-01 12:58:46.246877+00","the Roman Empire","connecting","dividing",0.677581787,"ch2","784da9bc-9fd3-4025-b3e9-6a5638f00e8c",1,"the USSR","I placed the Roman Empire here because ...it’s an empire and they were a dictatorship "
"326",326,1549,"2022-08-01 13:03:49.56104+00","Hadrian's Wall","reassuring","worrying",0.668918919,"ch2","bf7dfec0-562d-4b39-a0fc-4da69c150bda",0.668134888,"the US-Mexican border","I placed Hadrian's Wall here because ...just like the Mexican border hadrians wall was used to divide 2 nations "
"327",327,1550,"2022-08-01 13:05:01.0387+00","the Roman Empire","refined","crude",0.795366795,"ch2","bf7dfec0-562d-4b39-a0fc-4da69c150bda",1,"the USSR","I placed the Roman Empire here because ...it was not a democracy and was an empire it’s methods were violent in taking over most of europe"
"328",328,1551,"2022-08-01 13:05:46.168079+00","the Fall of the Roman Empire","peaceful","violent",0.882697617,"ch2","bf7dfec0-562d-4b39-a0fc-4da69c150bda",0.425165344,"Brexit","I placed the Fall of the Roman Empire here because ...it was violent"
"329",329,1554,"2022-08-01 13:24:18.604771+00","Hadrian's Wall","practical","symbolic",0.222972973,"ch2","6a370f96-52da-4c81-b80c-8f426c103812",0.763513514,"the Great Wall of China","I placed Hadrian's Wall here because ...because it was to needed to protect England
"
"330",330,1562,"2022-08-01 14:35:47.33097+00","Julius Caesar","dominant","submissive",0.036721366,"ch2","19ba0523-fcc5-417f-9000-8949d55d2f7d",0.017374517,"Napoleon","I placed Julius Caesar here because ... he was strong leader"
"331",331,1565,"2022-08-01 14:38:00.653389+00","Julius Caesar","refined","crude",0.693903036,"ch2","c315a84f-a61a-4aaa-928b-1ee4610bfe92",0.367760618,"Jean-Claude Juncker","I placed Julius Caesar here because ...an early Roman."
"332",332,1566,"2022-08-01 14:39:00.742945+00","the Fall of the Roman Empire","celebrated","condemned",0.543436293,"ch2","c315a84f-a61a-4aaa-928b-1ee4610bfe92",0.545366795,"the End of the British Empire","I placed the Fall of the Roman Empire here because ...good for many, bad for many."
"333",333,1567,"2022-08-01 14:39:28.587216+00","Boudica","dominant","submissive",0.438223938,"ch2","c315a84f-a61a-4aaa-928b-1ee4610bfe92",0.288357827,"the Suffragettes","I placed Boudica here because ...fought but ultimately defeated."
"334",334,1577,"2022-08-01 16:27:50.717536+00","the Roman Empire","progressive","regressive",0.677987421,"ch2","7e9652e9-adeb-469f-ab18-02ee207cf102",0.864150943,"the USSR","I placed the Roman Empire here because ... they were technologically advanced and had a complex society, form of governance etc., but they were also regressive in many ways e.g. slavery, roles of women, gladiator fights etc."
"335",335,1578,"2022-08-01 16:29:04.601201+00","the Fall of the Roman Empire","peaceful","violent",0.355345912,"ch2","7e9652e9-adeb-469f-ab18-02ee207cf102",0.788679245,"the End of the British Empire","I placed the Fall of the Roman Empire here because ... the downfall of the British Empire required violent uprisings in many places, but my general impression is that the Roman Empire simply retreated from many places/ switched to a localised form of governance, so less violence was required"
"336",336,1579,"2022-08-01 16:30:05.168744+00","Julius Caesar","secure","insecure",0.624528302,"ch2","7e9652e9-adeb-469f-ab18-02ee207cf102",1,"Donald Trump","I placed Julius Caesar here because ... he was at least a semi-successful ruler and solidified his power in some good ways, as well as tearing down his enemies, unlike Donald Trump"
"337",337,1583,"2022-08-02 10:09:40.747244+00","Hadrian's Wall","reassuring","worrying",0.387065637,"ch2","715a4527-a253-4692-aa9c-cb269c5821ef",0.604705339,"the Great Wall of China","I placed Hadrian's Wall here because ...it’s closer to home"
"338",338,1584,"2022-08-02 10:10:07.583227+00","Julius Caesar","moving","fixed",0.935273395,"ch2","715a4527-a253-4692-aa9c-cb269c5821ef",0.735521236,"Jean-Claude Juncker","I placed Julius Caesar here because ...he’s dead"
"339",339,1585,"2022-08-02 10:10:33.251048+00","the Roman Empire","dominant","submissive",0.088778698,"ch2","715a4527-a253-4692-aa9c-cb269c5821ef",0.373552124,"the European Union","I placed the Roman Empire here because ... it ruled by force"
"340",340,1588,"2022-08-02 10:39:02.829301+00","Julius Caesar","practical","symbolic",0.945490585,"ch2","56adb69c-6724-4cb9-9a62-69bb8de62801",0.487611497,"Jean-Claude Juncker","I placed Julius Caesar here because ...he’s know throughout as part of the Roman Empire, made history as it is"
"341",341,1589,"2022-08-02 10:39:26.177164+00","the Roman Empire","progressive","regressive",0.684836472,"ch2","56adb69c-6724-4cb9-9a62-69bb8de62801",0.158659104,"the European Union","I placed the Roman Empire here because ...the fought for what they wanted"
"342",342,1607,"2022-08-02 12:11:25.998409+00","Julius Caesar","celebrated","condemned",0.290508475,"ch2","763bf89d-b1fe-4894-a57b-d8559a95d22f",1.175936436,"Donald Trump","I placed Julius Caesar here because ...he ruled the Roman Empire and he invaded England so 
because I live in England he is more connected to me than Donald trump
"
"343",343,1608,"2022-08-02 12:12:10.847626+00","Boudica","benevolent","malevolent",0.180476731,"ch2","763bf89d-b1fe-4894-a57b-d8559a95d22f",0,"Theresa May","I placed Boudica here because ...she is a fearless warrior and she tried to fight off the romans when they invaded"
"344",344,1611,"2022-08-02 12:17:08.314617+00","Boudica","regenerating","destructive",0.123723042,"ch2","a9c9475a-3010-4e0e-b7ff-da571c56713e",0.57661748,"Elizabeth I","I placed Boudica here because ...she lived at same time as Romans"
"345",345,1613,"2022-08-02 12:25:21.366073+00","the Roman Empire","civilised","barbaric",0.801158301,"ch2","4fe211b9-778b-4c56-b2b9-55374eb95e04",1,"Nazi Germany","I placed the Roman Empire here because ...brutal"
"346",346,1615,"2022-08-02 12:54:22.957185+00","the Roman Empire","dominant","submissive",0,"","",0.562484682,"the European Union","I placed the Roman Empire here because ...slaves
"
"347",347,1616,"2022-08-02 12:55:09.948912+00","Hadrian's Wall","benevolent","malevolent",0.547297297,"","",0.5409877,"the Anglo-Scottish border","I placed Hadrian's Wall here because ...empire and enslavement"
"348",348,1617,"2022-08-02 12:55:29.78902+00","Julius Caesar","regenerating","destructive",1,"","",1,"Donald Trump","I placed Julius Caesar here because ...worse"
"349",349,1649,"2022-08-02 15:47:10.797003+00","Hadrian's Wall","multicultural","non multicultural",0.19015444,"ch2","0864170e-7e80-46e4-b639-e0f169cf33c2",0.877413127,"the Great Wall of China","I placed Hadrian's Wall here because ...there were lots of types of people like Italian, Spanish…
"
"350",350,1651,"2022-08-03 09:06:28.854924+00","the Roman Empire","progressive","regressive",0.324324324,"ch2","47e448da-e973-43dc-a34f-2233a70f1d46",1,"Nazi Germany","I placed the Roman Empire here because they were pioneers of invention

"
"351",351,1660,"2022-08-03 09:44:10.8591+00","Hadrian's Wall","reassuring","worrying",0.144787645,"ch2","30f6c389-94b8-41df-8785-1a9d3046a9af",0.14186977,"the Great Wall of China","I placed Hadrian's Wall here because ...it is very old"
"352",352,1661,"2022-08-03 10:01:27.721777+00","Julius Caesar","benevolent","malevolent",0.896718147,"ch2","d53bcff9-bbb7-4389-b3d1-4f3284f52ddd",0.964285714,"Donald Trump","I placed Julius Caesar here because ... I do not like him "
